Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,SalePrice,Bsmt Qual
5,904,408.0,1.0,876.0,904,109900,3
7,2080,282.0,1.0,1276.0,1276,234000,4
6,848,420.0,2.0,848.0,848,155900,4
4,1788,304.0,1.0,1104.0,1104,161500,3
6,1344,525.0,2.0,819.0,1344,137500,3
5,2256,0.0,0.0,840.0,1128,76500,3
6,2060,521.0,2.0,1151.0,1164,211000,4
6,1337,511.0,2.0,1405.0,1337,181000,4
6,1165,490.0,2.0,1127.0,1165,174900,3
5,1320,564.0,2.0,1164.0,1320,164500,3
7,1535,532.0,2.0,1517.0,1535,214000,4
7,2044,489.0,2.0,738.0,1277,185000,4
4,1136,336.0,1.0,704.0,624,123000,3
6,1299,486.0,2.0,1001.0,1299,183500,4
8,1441,492.0,2.0,776.0,764,174000,4
5,1630,649.0,2.0,1073.0,1630,130000,3
7,1641,546.0,2.0,728.0,832,178000,3
5,1629,482.0,2.0,928.0,928,189900,4
6,848,420.0,2.0,848.0,848,144000,4
6,816,432.0,1.0,816.0,816,120500,3
5,1097,672.0,2.0,1097.0,1097,145000,4
8,1652,499.0,2.0,1494.0,1652,251000,4
4,1768,0.0,0.0,1768.0,1768,136500,3
4,1152,0.0,0.0,0.0,1152,82500,0
2,810,280.0,1.0,0.0,810,57625,0
7,1358,484.0,2.0,1350.0,1358,212500,4
6,1216,402.0,2.0,1216.0,1216,164000,5
6,1638,384.0,1.0,967.0,967,139000,3
7,1252,462.0,2.0,600.0,624,160000,4
5,883,698.0,2.0,828.0,883,149000,4
5,874,288.0,1.0,864.0,874,130000,3
7,1710,480.0,2.0,576.0,902,140000,3
8,1836,517.0,2.0,1836.0,1836,264500,4
5,1092,299.0,1.0,1092.0,1092,141000,3
7,1241,569.0,2.0,1241.0,1241,199900,4
6,1334,630.0,2.0,1350.0,1334,167900,4
6,1429,572.0,2.0,1144.0,1429,181900,3
8,1566,750.0,2.0,1566.0,1566,262500,4
7,2288,520.0,2.0,908.0,1316,230000,4
9,1709,506.0,2.0,1698.0,1709,328900,5
8,1721,554.0,2.0,1721.0,1721,232698,4
8,1254,810.0,3.0,1254.0,1254,221800,4
5,1350,627.0,3.0,576.0,864,152400,3
7,1630,451.0,2.0,1630.0,1630,213000,4
7,1585,449.0,2.0,784.0,831,184900,4
5,1336,375.0,1.0,1165.0,1336,157000,3
5,1211,576.0,2.0,864.0,1211,144000,3
6,1353,478.0,2.0,1259.0,1353,192350,4
7,1200,440.0,2.0,1174.0,1200,163500,3
7,2329,514.0,2.0,1475.0,1532,262280,4
7,1536,532.0,2.0,1536.0,1536,214000,4
6,1811,470.0,2.0,1073.0,1811,230000,3
7,2172,947.0,3.0,1063.0,1071,280000,5
4,1073,720.0,2.0,1073.0,1073,140000,3
6,1839,442.0,2.0,756.0,1051,155000,3
3,1020,0.0,0.0,1020.0,1020,64500,3
6,1802,1017.0,4.0,946.0,964,218000,4
5,1009,576.0,2.0,995.0,1009,160000,3
8,1338,598.0,2.0,1338.0,1338,208900,4
7,1392,540.0,2.0,689.0,703,146000,4
8,1288,500.0,2.0,1260.0,1288,245500,4
6,1013,160.0,1.0,992.0,1013,113000,3
8,1782,932.0,3.0,1782.0,1782,296000,5
9,1922,676.0,3.0,1922.0,1922,377426,5
10,1718,786.0,3.0,1700.0,1718,337500,5
10,2492,949.0,3.0,2492.0,2492,552000,5
4,936,265.0,1.0,624.0,624,97900,2
6,1218,676.0,2.0,1218.0,1218,208300,4
7,1820,816.0,3.0,910.0,910,213000,4
7,1724,527.0,2.0,880.0,880,188000,4
6,1336,488.0,2.0,1121.0,1336,162000,3
5,1558,282.0,1.0,910.0,910,152000,3
7,1947,678.0,2.0,991.0,991,254900,4
7,1657,483.0,2.0,832.0,832,189000,4
7,2064,550.0,2.0,2048.0,2064,235000,4
5,1164,240.0,1.0,1164.0,1164,125000,3
7,836,308.0,1.0,836.0,836,120000,4
1,1600,270.0,1.0,0.0,1600,81500,0
6,816,0.0,0.0,816.0,816,118500,4
9,1766,478.0,3.0,1766.0,1766,370878,5
5,2002,871.0,3.0,1001.0,1001,145000,3
7,1954,431.0,2.0,798.0,1137,311500,3
7,1364,437.0,2.0,1220.0,1364,210250,4
7,1861,492.0,2.0,916.0,920,200000,4
5,1734,539.0,2.0,0.0,1302,126000,0
4,1039,281.0,1.0,405.0,717,114000,2
4,1510,720.0,2.0,677.0,833,87500,2
8,2541,729.0,3.0,1149.0,1164,349265,5
8,1512,845.0,3.0,1512.0,1512,203000,4
7,1434,527.0,2.0,1454.0,1434,189000,4
7,1653,628.0,2.0,812.0,812,209000,4
6,2007,357.0,1.0,917.0,1090,160000,2
5,1037,431.0,2.0,1037.0,1037,129000,2
5,1389,418.0,2.0,1389.0,1389,170000,4
5,694,352.0,1.0,440.0,694,90350,3
6,1096,0.0,0.0,572.0,572,79000,3
5,894,552.0,2.0,894.0,894,149900,3
5,864,576.0,2.0,864.0,864,123000,4
4,1774,779.0,3.0,1095.0,1095,87000,3
6,1118,358.0,1.0,1096.0,1118,171000,3
6,1252,288.0,1.0,1032.0,1032,119000,3
5,1148,672.0,1.0,1148.0,1148,132500,3
8,1666,228.0,1.0,588.0,833,161000,3
9,1947,725.0,3.0,1357.0,1366,274000,4
5,912,336.0,1.0,912.0,912,125000,3
5,1195,0.0,0.0,1195.0,1195,98500,3
8,1624,757.0,3.0,1624.0,1624,262000,4
5,914,444.0,2.0,914.0,914,134900,3
5,1328,308.0,1.0,1350.0,1328,170000,3
6,1461,225.0,1.0,686.0,686,135000,3
6,2683,473.0,2.0,930.0,1364,290000,4
7,1258,462.0,2.0,1246.0,1258,173500,4
5,2008,230.0,1.0,896.0,1112,225000,3
5,1187,440.0,2.0,864.0,1187,140500,3
5,990,299.0,1.0,990.0,990,126000,4
8,1586,480.0,2.0,960.0,962,170000,4
5,990,576.0,2.0,990.0,990,156000,4
5,1600,319.0,1.0,1484.0,1600,207500,3
8,1792,590.0,2.0,896.0,896,255000,4
4,988,297.0,1.0,462.0,526,94900,4
5,1170,338.0,1.0,1170.0,1170,140000,3
3,1376,216.0,1.0,738.0,714,96900,3
5,1154,480.0,2.0,1154.0,1154,154000,3
8,1772,816.0,2.0,725.0,909,184900,3
10,2084,1220.0,3.0,2078.0,2084,385000,5
4,951,327.0,1.0,951.0,951,106500,3
8,2687,810.0,3.0,1455.0,1466,327000,4
9,2490,795.0,3.0,2458.0,2490,468000,5
6,1666,384.0,1.0,1204.0,1204,135000,3
6,1141,484.0,2.0,1141.0,1141,142500,4
5,1464,470.0,2.0,732.0,732,141000,3
5,1347,0.0,0.0,1117.0,820,107500,4
5,1282,240.0,1.0,672.0,778,108500,3
6,1320,472.0,2.0,636.0,636,150000,4
3,936,0.0,0.0,216.0,576,78000,2
8,1580,830.0,3.0,1580.0,1580,235128,4
7,1824,739.0,2.0,1643.0,1824,302000,4
5,1558,440.0,2.0,864.0,1558,163000,3
3,640,240.0,1.0,0.0,640,84900,0
6,1322,440.0,2.0,855.0,855,147000,3
7,1826,164.0,1.0,910.0,916,155000,3
7,1339,484.0,2.0,1309.0,1339,180000,4
4,1092,0.0,0.0,0.0,372,55000,0
7,1146,438.0,2.0,868.0,1146,187500,5
6,1125,352.0,1.0,1041.0,1125,125000,3
7,2057,180.0,1.0,1017.0,1020,250000,4
5,899,200.0,1.0,481.0,899,78000,3
4,1594,0.0,0.0,828.0,828,118000,3
8,1694,818.0,3.0,1694.0,1694,318000,5
8,1911,471.0,2.0,777.0,1065,215000,4
4,672,0.0,0.0,432.0,672,72000,2
6,1523,478.0,2.0,1193.0,1523,180000,4
6,1651,616.0,2.0,1606.0,1651,184000,4
5,1041,270.0,1.0,1041.0,1041,124500,3
5,1604,576.0,2.0,1604.0,1604,135000,3
6,1672,240.0,1.0,981.0,1014,164900,3
7,1164,528.0,2.0,1164.0,1164,140000,3
5,1041,294.0,1.0,1041.0,1041,128000,3
6,1034,504.0,2.0,450.0,1034,153000,4
6,1609,228.0,1.0,796.0,825,127500,4
5,1337,264.0,1.0,572.0,1337,141500,3
8,2622,712.0,2.0,1463.0,1500,325000,5
7,1594,472.0,2.0,1594.0,1594,188500,4
6,1262,572.0,2.0,1262.0,1262,185000,4
6,1175,0.0,0.0,1175.0,1175,146000,4
6,1288,280.0,1.0,624.0,664,119000,3
5,1302,280.0,1.0,630.0,630,112000,3
8,1247,550.0,2.0,1247.0,1247,197000,4
9,2589,831.0,3.0,1738.0,1738,412083,5
8,1689,857.0,3.0,1568.0,1689,271000,4
7,1405,478.0,2.0,1405.0,1405,200000,4
7,1324,585.0,2.0,1228.0,1324,174000,4
5,1377,351.0,1.0,1377.0,1377,156500,3
6,1756,422.0,2.0,872.0,888,204000,5
5,1228,271.0,1.0,1228.0,1228,149350,3
5,1008,275.0,1.0,1008.0,1008,137000,3
7,2031,541.0,2.0,1153.0,1153,222500,4
6,1504,440.0,2.0,752.0,752,166000,4
5,936,0.0,0.0,936.0,936,109500,3
4,1383,498.0,2.0,0.0,1383,122000,0
5,967,180.0,1.0,967.0,967,99900,3
8,1656,826.0,3.0,1656.0,1656,249700,4
6,1152,300.0,1.0,1092.0,1152,158500,3
6,1142,0.0,0.0,1142.0,1142,139500,3
6,1403,470.0,2.0,1381.0,1403,202000,4
5,1712,588.0,2.0,1626.0,1712,145000,3
4,1258,400.0,2.0,1198.0,1258,108959,4
5,1687,572.0,2.0,747.0,1687,160000,3
5,1560,484.0,2.0,1560.0,1560,128600,3
7,1935,550.0,2.0,793.0,1142,197900,4
7,1083,596.0,2.0,1047.0,1083,172000,5
5,907,308.0,1.0,876.0,907,130000,4
6,1675,435.0,2.0,1666.0,1675,195000,5
5,988,520.0,2.0,988.0,988,113000,3
8,1491,490.0,2.0,1491.0,1491,209000,5
7,1479,578.0,2.0,1645.0,1479,213500,4
5,1112,480.0,2.0,631.0,1112,126000,3
6,1689,480.0,2.0,1436.0,1689,127500,3
9,1710,557.0,2.0,1710.0,1710,334000,5
6,1253,352.0,1.0,1253.0,1253,157000,3
5,864,294.0,1.0,864.0,864,125500,3
7,1456,410.0,2.0,728.0,728,189000,4
7,1217,497.0,2.0,1188.0,1217,173000,4
7,2646,550.0,2.0,1748.0,2151,260000,4
8,1768,578.0,2.0,866.0,866,212000,4
5,914,576.0,2.0,870.0,914,148000,4
6,1775,480.0,2.0,533.0,1131,136300,3
5,2620,600.0,2.0,1361.0,1361,190000,4
5,1627,420.0,2.0,797.0,830,139500,2
7,1320,400.0,2.0,660.0,660,162000,4
4,1123,264.0,1.0,732.0,772,100000,3
5,874,288.0,1.0,864.0,874,126500,3
7,2730,576.0,2.0,1502.0,1553,301000,3
6,1786,684.0,2.0,824.0,905,204750,4
4,1040,420.0,2.0,0.0,1040,90000,0
5,2350,393.0,2.0,973.0,1377,130000,3
5,1770,530.0,2.0,900.0,884,155000,4
5,1269,308.0,1.0,1269.0,1269,155000,3
5,1039,504.0,2.0,1039.0,1039,131500,3
6,1520,364.0,1.0,1156.0,1520,153000,3
8,1704,772.0,3.0,1704.0,1704,306000,5
9,1686,899.0,3.0,1686.0,1686,332200,5
8,1646,800.0,3.0,1638.0,1646,293077,4
4,914,270.0,1.0,914.0,914,128000,3
6,1616,216.0,1.0,1149.0,1149,152000,3
4,1192,0.0,0.0,720.0,720,135000,3
6,2210,205.0,1.0,1008.0,1178,117500,3
6,1296,576.0,2.0,845.0,866,127500,3
8,2497,676.0,2.0,2461.0,2497,373000,4
6,1092,0.0,0.0,546.0,546,98000,3
7,1652,473.0,2.0,423.0,896,203135,4
7,1716,512.0,2.0,880.0,909,191000,4
5,1014,267.0,1.0,0.0,1014,98000,0
5,1200,0.0,0.0,1200.0,1200,179000,4
8,1432,492.0,2.0,1422.0,1432,245000,5
7,1680,583.0,2.0,1650.0,1680,213250,5
4,869,390.0,1.0,0.0,869,89900,0
7,1718,427.0,2.0,832.0,885,185000,4
6,1092,264.0,1.0,525.0,525,113500,3
3,715,660.0,2.0,715.0,715,68000,3
7,1560,573.0,2.0,1560.0,1560,201000,5
7,1768,603.0,2.0,866.0,866,226700,4
10,2290,1174.0,3.0,2320.0,2290,500067,5
7,1598,433.0,2.0,848.0,848,201490,4
5,990,528.0,2.0,990.0,990,155000,4
5,941,564.0,2.0,941.0,941,145000,4
6,1362,502.0,2.0,611.0,751,128000,2
6,1690,442.0,2.0,915.0,940,187000,4
6,1072,525.0,2.0,547.0,1072,145500,4
4,572,200.0,1.0,572.0,572,75000,3
7,1546,796.0,3.0,1546.0,1546,217000,4
7,1346,660.0,3.0,1336.0,1346,220000,4
6,1790,484.0,2.0,732.0,1012,165150,3
6,1026,576.0,2.0,940.0,1026,147000,4
7,1504,478.0,2.0,1504.0,1504,203000,4
5,1700,447.0,2.0,1398.0,1700,165500,3
3,864,0.0,0.0,864.0,864,67000,3
6,1851,440.0,2.0,822.0,1020,187000,3
6,1512,440.0,2.0,756.0,756,180000,4
6,1298,240.0,1.0,651.0,759,146500,3
7,1673,583.0,2.0,1673.0,1673,270000,3
6,996,564.0,2.0,936.0,996,147000,4
6,1224,280.0,1.0,816.0,816,132000,3
4,1374,338.0,1.0,840.0,840,105000,3
5,1716,0.0,0.0,780.0,936,135900,3
8,3279,841.0,3.0,1650.0,1690,538000,4
7,1143,0.0,0.0,1143.0,1143,147000,4
9,1652,840.0,2.0,1652.0,1652,325000,5
5,1054,240.0,1.0,1046.0,1054,124000,3
5,935,288.0,1.0,935.0,935,137000,3
4,2377,528.0,2.0,1313.0,1313,142900,3
5,1122,528.0,2.0,924.0,1122,147000,3
5,1180,477.0,2.0,1180.0,1180,128000,3
7,1690,225.0,1.0,815.0,815,144000,3
8,1370,484.0,2.0,1370.0,1370,205000,4
5,1486,480.0,2.0,1486.0,1486,167000,3
5,1131,200.0,1.0,676.0,676,66500,3
8,2799,704.0,3.0,1286.0,1565,315000,4
7,1456,440.0,2.0,728.0,728,155835,4
8,1734,528.0,2.0,1587.0,1734,239500,4
9,1531,700.0,3.0,1504.0,1531,300000,5
8,1922,692.0,3.0,1922.0,1922,282000,4
5,1144,336.0,1.0,1144.0,1144,120000,3
7,1363,439.0,2.0,1385.0,1363,241500,4
9,1866,870.0,3.0,1858.0,1866,336860,4
3,1077,210.0,1.0,1007.0,1077,91000,3
8,1550,528.0,2.0,1550.0,1550,207500,4
7,1646,482.0,2.0,1594.0,1646,250000,5
7,1248,438.0,2.0,1248.0,1248,167240,4
7,1245,495.0,2.0,1235.0,1245,178000,4
6,1052,311.0,1.0,1052.0,1052,127000,3
6,1829,535.0,2.0,1829.0,1829,218500,3
4,952,283.0,1.0,952.0,952,135750,3
7,1480,620.0,2.0,1480.0,1480,214000,4
8,1844,620.0,2.0,1844.0,1844,257000,4
6,1497,672.0,1.0,825.0,825,157000,3
5,976,215.0,1.0,976.0,976,102000,3
5,964,432.0,2.0,876.0,964,163500,4
7,1501,577.0,2.0,1490.0,1501,204000,4
5,1560,313.0,1.0,1150.0,1560,103500,3
6,3395,0.0,0.0,1440.0,1440,200000,3
5,864,399.0,1.0,864.0,864,118000,3
7,1525,541.0,2.0,1525.0,1525,235000,4
5,1190,540.0,2.0,1106.0,1190,132500,3
8,1830,859.0,3.0,1302.0,1302,221300,4
7,1500,570.0,2.0,1500.0,1500,190000,4
7,1762,591.0,2.0,826.0,878,222000,4
7,1902,567.0,2.0,1902.0,1902,335000,4
8,1658,726.0,3.0,1614.0,1658,257500,4
9,1506,592.0,2.0,1498.0,1506,264132,4
5,899,288.0,1.0,864.0,899,130000,3
5,1654,336.0,1.0,297.0,1001,137000,3
5,912,360.0,1.0,520.0,912,99500,3
5,1373,591.0,2.0,1319.0,1373,160250,4
7,1709,380.0,2.0,970.0,970,130000,4
5,816,100.0,1.0,816.0,816,75200,3
6,1091,429.0,1.0,384.0,1091,131250,4
6,1081,401.0,1.0,1081.0,1081,148000,3
5,1020,288.0,1.0,1024.0,1020,124100,3
7,999,588.0,2.0,944.0,999,178400,3
4,1440,0.0,0.0,1440.0,1440,150000,4
7,1753,534.0,2.0,853.0,853,217000,4
8,1964,760.0,2.0,1100.0,1116,252000,4
7,1141,484.0,2.0,1141.0,1141,152000,4
7,854,576.0,2.0,832.0,854,132000,3
6,1182,378.0,1.0,770.0,885,120000,2
9,2091,521.0,2.0,1606.0,1625,338500,5
4,985,676.0,2.0,576.0,985,105000,3
7,1446,406.0,2.0,729.0,729,175000,4
7,2022,505.0,2.0,1160.0,1156,192000,4
7,1948,434.0,2.0,847.0,847,195000,4
8,1590,676.0,2.0,768.0,786,210000,4
7,1948,434.0,2.0,847.0,847,211000,4
4,1324,240.0,1.0,672.0,757,128000,3
6,1425,576.0,2.0,1425.0,1425,180500,3
5,2337,560.0,2.0,662.0,1422,90000,3
5,908,512.0,2.0,822.0,908,138500,3
7,1492,440.0,2.0,738.0,738,169985,4
5,1150,288.0,1.0,1150.0,1150,146000,3
7,2097,678.0,3.0,1080.0,1080,228000,4
5,1256,311.0,1.0,1256.0,1256,159000,3
8,1939,1053.0,3.0,1095.0,1095,266000,4
5,1566,450.0,2.0,816.0,816,139000,3
4,784,0.0,0.0,784.0,784,91900,3
8,1500,674.0,2.0,1489.0,1500,212999,4
9,1850,772.0,3.0,1833.0,1850,326000,5
6,1515,393.0,2.0,789.0,813,179000,4
8,1537,788.0,3.0,1518.0,1537,294000,5
6,987,288.0,1.0,483.0,483,97000,3
7,1962,868.0,3.0,1391.0,1391,239799,4
5,1433,441.0,2.0,1251.0,1433,161000,3
6,848,420.0,2.0,848.0,848,136500,4
6,987,264.0,1.0,483.0,483,118000,3
4,845,360.0,2.0,845.0,845,129500,3
7,1548,672.0,2.0,952.0,952,205000,3
6,2515,484.0,2.0,2035.0,2515,200624,3
8,1694,856.0,3.0,1694.0,1694,322400,5
8,1602,810.0,3.0,1578.0,1602,293200,4
9,1684,564.0,2.0,1684.0,1684,266000,5
6,1683,440.0,2.0,918.0,918,172500,3
5,1869,456.0,2.0,1088.0,1188,124900,3
6,1432,216.0,1.0,1022.0,1432,149000,3
7,1414,494.0,2.0,1414.0,1414,185500,4
8,1358,418.0,2.0,1348.0,1358,220000,4
8,1496,474.0,2.0,1496.0,1496,225000,4
6,932,306.0,1.0,932.0,932,124000,3
3,1040,400.0,2.0,0.0,1040,92900,0
5,1072,1184.0,5.0,1072.0,1072,126500,3
4,864,576.0,2.0,864.0,864,111250,3
8,2285,648.0,3.0,969.0,997,248000,4
5,1117,264.0,1.0,1117.0,1117,136870,3
6,848,420.0,2.0,848.0,848,133000,4
5,1048,286.0,1.0,1048.0,1048,135000,3
4,936,288.0,1.0,936.0,936,111900,4
5,1283,506.0,2.0,931.0,1283,140000,3
4,1588,680.0,2.0,0.0,1120,134432,0
10,2042,724.0,3.0,1742.0,2042,455000,5
8,2526,844.0,3.0,1165.0,1203,290000,4
7,1873,597.0,2.0,988.0,988,235500,4
6,1416,400.0,2.0,780.0,940,156500,3
6,1664,460.0,2.0,953.0,953,172400,4
7,1428,480.0,2.0,1428.0,1428,182000,4
9,1792,925.0,3.0,1792.0,1792,372397,5
6,2814,614.0,2.0,1077.0,1093,260000,4
5,819,0.0,0.0,610.0,819,72000,3
3,1344,0.0,0.0,536.0,808,82375,3
6,2119,583.0,2.0,689.0,1378,158000,3
5,1285,240.0,1.0,672.0,1072,127000,3
7,1433,528.0,2.0,1433.0,1433,270000,4
8,2132,612.0,2.0,1496.0,1496,316600,4
6,1357,312.0,1.0,1019.0,1357,177000,3
7,2196,701.0,3.0,2158.0,2196,271900,4
5,1304,336.0,1.0,264.0,616,115000,4
8,2358,0.0,0.0,684.0,938,122000,3
8,2726,691.0,2.0,279.0,2726,315000,4
7,1797,639.0,2.0,939.0,939,213500,4
5,1040,625.0,2.0,0.0,1040,109500,0
5,789,250.0,1.0,789.0,789,115000,3
7,1143,588.0,2.0,1143.0,1143,176400,4
6,1489,462.0,2.0,1489.0,1489,185750,3
8,1852,660.0,3.0,1004.0,1004,230000,4
4,960,0.0,0.0,960.0,960,90000,3
10,5642,1418.0,2.0,6110.0,4692,160000,5
5,768,624.0,2.0,768.0,768,129500,4
6,1124,353.0,1.0,1124.0,1124,153000,3
6,1224,528.0,2.0,612.0,612,173733,4
6,1100,0.0,0.0,1100.0,1100,146000,4
6,1556,470.0,2.0,782.0,1019,172500,3
6,1356,528.0,2.0,1244.0,1356,188000,4
6,1262,460.0,2.0,1262.0,1262,181500,4
7,1661,550.0,2.0,799.0,827,212000,4
7,1857,482.0,2.0,945.0,945,188900,3
3,666,0.0,0.0,666.0,666,64500,2
6,1981,522.0,2.0,1117.0,1117,230000,4
5,1351,576.0,2.0,901.0,901,122000,3
5,1005,319.0,1.0,1005.0,1005,133500,3
6,2792,520.0,2.0,1510.0,1584,256000,4
5,1475,336.0,1.0,550.0,925,129500,4
8,1978,850.0,3.0,1978.0,1978,318000,4
8,1606,871.0,3.0,1598.0,1606,255900,4
6,1158,0.0,0.0,1158.0,1158,143500,4
8,1822,678.0,3.0,1822.0,1822,259000,5
6,2259,450.0,2.0,1809.0,2259,217000,4
6,1635,440.0,2.0,1065.0,915,210000,4
5,1002,902.0,2.0,1002.0,1002,148500,3
6,1412,432.0,2.0,616.0,616,156932,4
5,1728,576.0,2.0,1728.0,1728,145000,3
7,1290,662.0,2.0,1282.0,1290,200000,4
10,2046,878.0,3.0,1994.0,2046,450000,5
6,1471,440.0,2.0,729.0,742,172500,4
6,2614,624.0,2.0,1522.0,1548,240000,3
8,2466,610.0,2.0,1580.0,1580,340000,4
8,1466,610.0,3.0,1466.0,1466,201000,4
5,969,440.0,2.0,969.0,969,122000,3
7,1664,663.0,2.0,1529.0,1664,213000,4
6,1691,550.0,2.0,1680.0,1691,175000,3
7,1208,628.0,2.0,1208.0,1208,195400,4
5,1052,668.0,1.0,1052.0,1052,113500,3
6,1577,312.0,1.0,972.0,972,140200,3
5,909,294.0,1.0,882.0,909,116000,3
9,1838,682.0,3.0,1838.0,1838,359900,4
6,1388,317.0,1.0,675.0,686,157500,4
5,1867,303.0,1.0,1617.0,1867,190000,3
5,1301,440.0,2.0,1145.0,1301,100000,3
6,1251,461.0,1.0,1251.0,1251,160000,3
7,1444,577.0,2.0,1431.0,1444,203000,4
8,2810,750.0,2.0,1453.0,1453,302000,5
6,923,264.0,1.0,923.0,923,143000,4
8,2452,683.0,2.0,1028.0,1210,267000,4
4,1224,530.0,3.0,0.0,1224,103000,0
6,1337,405.0,2.0,1237.0,1337,153500,5
5,1701,611.0,2.0,1390.0,1701,171000,4
4,1669,288.0,1.0,1093.0,1093,107000,3
6,952,288.0,1.0,952.0,952,128500,3
5,922,308.0,1.0,922.0,922,116000,3
5,1126,484.0,2.0,1126.0,1126,160000,3
8,1280,506.0,2.0,1280.0,1280,180000,4
5,914,368.0,1.0,914.0,914,133000,3
7,1368,784.0,4.0,1288.0,1368,215000,4
6,1494,213.0,1.0,771.0,753,177500,3
8,1534,484.0,2.0,1524.0,1534,215000,4
5,1582,250.0,1.0,952.0,994,150000,3
7,3222,594.0,3.0,1673.0,1699,320000,4
6,1516,472.0,2.0,1516.0,1516,167000,3
5,1032,260.0,1.0,0.0,1032,125000,0
3,1588,0.0,0.0,448.0,1588,65000,2
7,1316,440.0,2.0,1316.0,1316,200141,4
7,1528,480.0,2.0,1528.0,1528,235876,4
5,2168,576.0,2.0,760.0,928,123000,3
5,1422,288.0,1.0,806.0,1081,137500,3
4,990,0.0,0.0,990.0,990,123600,4
6,1324,440.0,2.0,1088.0,1324,160000,3
6,1690,463.0,2.0,924.0,948,181000,4
5,825,720.0,2.0,825.0,825,125000,3
6,1556,441.0,2.0,727.0,829,154000,3
6,1797,616.0,2.0,1152.0,1152,231000,4
5,1056,304.0,1.0,1056.0,1056,142000,3
10,3608,840.0,3.0,1107.0,1518,475000,3
8,1778,495.0,2.0,1573.0,1778,375000,5
4,864,0.0,0.0,864.0,864,115000,3
7,1221,400.0,2.0,1221.0,1221,185000,4
6,865,216.0,1.0,660.0,740,108500,3
7,1223,480.0,2.0,600.0,520,147400,4
7,1452,506.0,2.0,691.0,713,156000,4
5,1308,400.0,2.0,880.0,880,120000,3
7,1374,400.0,2.0,384.0,744,167000,4
7,1504,437.0,2.0,1346.0,1504,191000,4
6,1384,390.0,2.0,384.0,754,161500,4
5,1411,310.0,1.0,1204.0,1411,130000,3
5,970,624.0,2.0,970.0,970,132500,3
5,904,912.0,3.0,864.0,904,144000,4
5,2233,579.0,2.0,0.0,1100,141000,0
4,875,728.0,2.0,385.0,875,117000,3
6,754,0.0,0.0,520.0,520,84500,3
4,1663,529.0,2.0,1364.0,1663,256000,4
5,925,429.0,1.0,925.0,925,117500,3
5,1308,256.0,1.0,728.0,976,160000,3
5,1375,323.0,1.0,1240.0,1375,187000,3
8,2385,818.0,3.0,1317.0,1217,350000,5
5,1792,480.0,2.0,896.0,896,133000,4
8,2464,650.0,3.0,2418.0,2464,417500,5
7,1569,660.0,3.0,1386.0,1569,175900,4
9,1680,1138.0,3.0,1555.0,1680,323262,5
7,1337,531.0,2.0,1337.0,1337,185000,4
6,816,240.0,1.0,816.0,816,129800,3
7,1541,532.0,2.0,1541.0,1541,220000,4
4,1573,240.0,1.0,884.0,989,133000,3
4,1461,384.0,1.0,832.0,832,133500,3
6,2048,776.0,2.0,1958.0,2048,170000,3
6,1642,392.0,2.0,903.0,910,168000,4
6,1470,624.0,2.0,738.0,868,140750,2
6,2299,482.0,2.0,938.0,957,204000,4
7,2035,434.0,2.0,884.0,884,222500,4
5,999,300.0,1.0,925.0,999,134500,3
8,1378,540.0,2.0,1378.0,1378,214000,4
5,1118,410.0,2.0,793.0,793,119900,4
4,1440,0.0,0.0,1440.0,1440,118000,3
5,1134,254.0,1.0,1010.0,1134,135000,3
6,1848,370.0,2.0,833.0,1053,207000,3
6,1694,576.0,2.0,1181.0,1390,136500,3
4,901,281.0,1.0,901.0,901,107900,3
6,1409,528.0,2.0,861.0,861,126000,3
6,1656,528.0,2.0,1080.0,1656,215000,3
10,2332,846.0,3.0,1682.0,1742,426000,5
5,1113,264.0,1.0,1113.0,1113,147000,3
6,1232,440.0,2.0,816.0,1232,147500,3
9,1950,706.0,3.0,1950.0,1950,383000,5
7,1872,604.0,2.0,1845.0,1872,241500,4
6,1264,400.0,2.0,676.0,676,147500,4
8,2500,683.0,3.0,1168.0,1168,355000,5
5,784,0.0,0.0,784.0,784,109500,3
2,612,308.0,1.0,0.0,612,45000,0
7,2403,349.0,1.0,1032.0,1207,244400,3
6,1644,418.0,2.0,1416.0,1644,167000,3
7,1729,542.0,2.0,860.0,860,200000,4
5,879,180.0,1.0,830.0,879,80000,3
5,864,572.0,2.0,864.0,864,115000,3
6,1196,297.0,1.0,1196.0,1196,139000,4
6,1400,440.0,2.0,672.0,672,149500,3
4,1510,296.0,1.0,755.0,755,108000,3
4,1294,0.0,0.0,0.0,694,106250,0
7,1240,826.0,3.0,1240.0,1240,194000,4
5,988,624.0,2.0,988.0,988,129500,3
5,1560,792.0,3.0,1560.0,1560,126000,3
5,1368,195.0,1.0,1078.0,1368,120000,2
7,1484,606.0,2.0,1473.0,1484,213000,4
8,1226,484.0,2.0,1226.0,1226,190000,4
6,1169,402.0,2.0,1160.0,1169,183500,4
7,1651,276.0,1.0,725.0,1035,172000,3
4,816,288.0,1.0,816.0,816,100000,3
7,1564,814.0,3.0,1564.0,1564,218836,4
6,1912,672.0,2.0,482.0,1221,163000,2
7,1525,534.0,2.0,1510.0,1525,206580,4
6,1456,390.0,2.0,728.0,728,163990,4
5,1330,390.0,1.0,396.0,665,116500,2
7,1720,400.0,2.0,840.0,840,188000,4
5,1280,432.0,2.0,793.0,1280,175000,3
